read_2,bnf_code,dmd_code,drug_name,insulin,hypo,metformin,aspirin,antiplatelet,anticoagulant,statin
f27m.00,NA,1.65E+17,INSULIN PENMIX 20/80 PENFILL INJ,1,,,,,,
f272.00,NA,1.95E+17,INSULIN PENMIX 30/70,1,,,,,,
f272.00,NA,1.95E+17,INSULIN PENMIX 30/70 INJ,1,,,,,,
f272.00,NA,1.95E+17,INSULIN PENMIX 30/70 PENFILL INJ,1,,,,,,
f272.00,NA,1.95E+17,INSULIN PENMIX 30/70 PRELOADED PEN 5X3ML INJ,1,,,,,,
f27o.00,NA,1.62E+17,INSULIN PENMIX 50/50 INJ,1,,,,,,
f27o.00,NA,1.62E+17,INSULIN PENMIX 50/50 PENFILL INJ,1,,,,,,
f12D.00,NA,3.39E+16,INSULIN PORCINE VELO INJ 100,1,,,,,,
NA,06.01.01.01.00,NA,insulin soluble bovine injection 100 units/ml,1,,,,,,
NA,06.01.03.00.00,NA,Insulin soluble human 100units/ml solution for injection 10ml vials,1,,,,,,
NA,06.01.03.00.00,NA,Insulin soluble human 100units/ml solution for injection 3ml cartridges,1,,,,,,
NA,NA,2.15E+17,Insulin soluble human emp 100unit/ml Injection,1,,,,,,
NA,NA,2.15E+17,INSULIN SOLUBLE HUMAN EMP inj 100 units/ml,1,,,,,,
NA,06.01.01.01.00,NA,insulin soluble human prb injection 100 units/ml,1,,,,,,
NA,NA,2.15E+17,Insulin soluble human pyr 100unit/ml Injection,1,,,,,,
NA,NA,2.15E+17,INSULIN SOLUBLE HUMAN PYR inj 100 units/ml,1,,,,,,
NA,06.01.01.01.00,NA,insulin soluble human pyr injection 100 units/ml,1,,,,,,
NA,21010900410,NA,INSULIN SYRINGE 0.5ML,1,,,,,,
NA,21010900410,NA,INSULIN SYRINGE-P42 0.5ML DISPOSABLE,1,,,,,,
NA,NA,2.99E+17,insulin syringes 0.5 ml disposable,1,,,,,,
f12D.00,NA,3.39E+16,INSULIN VELOSULIN (LEO NEUTRAL) INJ 100I/U,1,,,,,,
NA,NA,1.20E+17,INSULIN ZINC susp MIXED HUMAN PYR inj 100 units/ml,1,,,,,,
NA,NA,1.20E+17,Insulin zinc suspension mixed human pyr 100unit/ml Injection,1,,,,,,
f25z.00,NA,3.27E+15,Insuman Basal 100units/ml suspension for injection 3ml ca...,1,,,,,,
f25z.00,NA,3.27E+15,Insuman Basal 100units/ml suspension for injection 3ml cartridges (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Insuman Basal 100units/ml suspension for injection 3ml cartridges (Sanofi),1,,,,,,
f25H.00,NA,1.94E+16,Insuman Basal 100units/ml suspension for injection 3ml pr...,1,,,,,,
f25H.00,NA,1.94E+16,Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
f25z.00,NA,3.27E+15,INSUMAN BASAL CARTRIDGE inj susp 100 units/ml,1,,,,,,
NA,6010102,NA,Insuman Basal Solostar  Pre-filled Disposable Pen  100 units/ml  3 ml pen,1,,,,,,
f25H.00,NA,1.94E+16,INSUMAN BASAL SOLOSTAR inj susp 100 units/ml,1,,,,,,
NA,6010102,NA,Insuman Comb 15  Injection (cartridges)  100 units/ml  3 ml cartridge,1,,,,,,
f286.,6010151,NA,Insuman Comb 15 100units/ml suspension for injection 3ml ...,1,,,,,,
NA,06.01.01.02.00,NA,Insuman Comb 15 100units/ml suspension for injection 3ml cartridges (Sanofi),1,,,,,,
NA,6010102,NA,Insuman Comb 15 Optiset  Pre-filled Disposable Pen  100 units/ml  3 ml pen,1,,,,,,
NA,6010102,NA,INSUMAN COMB 15 OPTISET PRE LOADED DISPOSABLE PEN 3ML INJ 100UNITS/ML,1,,,,,,
f28F.00,NA,1.82E+16,Insuman Comb 25 100units/ml suspension for injection 3ml ...,1,,,,,,
NA,06.01.01.02.00,NA,Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi),1,,,,,,
f28F.00,NA,1.82E+16,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
NA,6010102,NA,INSUMAN COMB 25 CARTRIDGE 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Insuman Comb 50  Injection (cartridges)  100 units/ml  3 ml cartridge,1,,,,,,
f28C.,6010151,NA,Insuman Comb 50 100units/ml suspension for injection 3ml ...,1,,,,,,
NA,06.01.01.02.00,NA,Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi),1,,,,,,
f12Q.00,NA,3.29E+15,Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pen (Sanofi),1,,,,,,
f12Q.00,NA,3.29E+15,INSUMAN RAPID OPTISET inj soln 100 units/ml,1,,,,,,
ph8r.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusa...,1,,,,,,
ph8u.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusa...,1,,,,,,
ph8v.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusa...,1,,,,,,
ph8w.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusa...,1,,,,,,
phCE.00,NA,2.44E+16,Insupen hypodermic insulin needles for pre-filled / reusa...,1,,,,,,
NA,06.01.01.03.00,NA,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd),1,,,,,,
ph8r.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Spirit Healthcare Ltd),1,,,,,,
phCE.00,NA,2.44E+16,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Spirit Healthcare Ltd),1,,,,,,
NA,91.03.01.00.00,NA,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd),1,,,,,,
ph8u.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Spirit Healthcare Ltd),1,,,,,,
ph8v.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Spirit Healthcare Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Spirit Healthcare Ltd),1,,,,,,
ph8w.00,NA,2.17E+16,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Spirit Healthcare Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge (Spirit Healthcare Ltd),1,,,,,,
NA,NA,2.99E+17,Isophane Insulin (Human Pyr) Penfill Cartridges (3 Ml) 100 u,1,,,,,,
NA,06.01.01.02.00,NA,isophane insulin injection 100 units/ml,1,,,,,,
phB1.,71190300,NA,Kendall Magellan hypodermic U100 insulin syringe sterile ...,1,,,,,,
phB3.,71190300,NA,Kendall Magellan hypodermic U100 insulin syringe sterile ...,1,,,,,,
phB6.,71190300,NA,Kendall Magellan hypodermic U100 insulin syringe sterile ...,1,,,,,,
NA,06.01.01.03.00,NA,Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge (Covidien (UK) Commercial Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (Covidien (UK) Commercial Ltd),1,,,,,,
NA,6010102,NA,Lantus  Injection  100 units/ml  10 ml vial,1,,,,,,
NA,6010102,NA,Lantus  Injection  100 units/ml  3 ml cartridge,1,,,,,,
f296.00,NA,2.00E+17,Lantus 100iu/ml Injection (Aventis Pharma),1,,,,,,
NA,NA,2.00E+17,Lantus 100iu/ml Injection (Aventis Pharma),1,,,,,,
f295.,6010102,NA,Lantus 100units/ml solution for injection 10ml vials (San...,1,,,,,,
f295.00,NA,3.29E+15,Lantus 100units/ml solution for injection 10ml vials (San...,1,,,,,,
f295.00,NA,3.29E+15,Lantus 100units/ml solution for injection 10ml vials (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Lantus 100units/ml solution for injection 10ml vials (Sanofi),1,,,,,,
f294.00,NA,3.28E+15,Lantus 100units/ml solution for injection 3ml cartridges (Sa,1,,,,,,
f294.00,NA,3.28E+15,Lantus 100units/ml solution for injection 3ml cartridges (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Lantus 100units/ml solution for injection 3ml cartridges (Sanofi),1,,,,,,
f294.,6010102,NA,Lantus 100units/ml solution for injection 3ml cartridges ...,1,,,,,,
f294.00,NA,3.28E+15,Lantus 100units/ml solution for injection 3ml cartridges ...,1,,,,,,
f297.00,NA,1.03E+16,Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi),1,,,,,,
f296.00,NA,3.28E+15,Lantus 100units/ml solution for injection 3ml pre-filled ...,1,,,,,,
f298.,6010102,NA,Lantus 100units/ml solution for injection 3ml pre-filled ...,1,,,,,,
f298.00,NA,1.19E+16,Lantus 100units/ml solution for injection 3ml pre-filled ...,1,,,,,,
f296.00,NA,3.28E+15,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pen (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pen (Sanofi),1,,,,,,
f298.00,NA,1.19E+16,Lantus 100units/ml solution for injection 3ml pre-filled Sol,1,,,,,,
f298.00,NA,1.19E+16,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
NA,06.01.01.02.00,NA,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
NA,NA,1.19E+16,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pen (Sanofi),1,,,,,,
NA,6010102,NA,LANTUS CARTRIDGE 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Lantus Cartridge 3ml INJ 100UNITS/ML,1,,,,,,
f294.,6010102,NA,LANTUS CARTRIDGE inj soln 100 units/ml,1,,,,,,
f294.00,NA,3.28E+15,LANTUS CARTRIDGE inj soln 100 units/ml,1,,,,,,
NA,6010102,NA,lantus Glargine 3ml cartridge,1,,,,,,
f296.00,NA,2.00E+17,LANTUS inj 100 iu/ml,1,,,,,,
NA,NA,2.00E+17,LANTUS inj 100 iu/ml,1,,,,,,
NA,NA,2.00E+17,Lantus injection 100 iu/ml,1,,,,,,
NA,06.01.01.02.00,NA,LANTUS injection 100 units/ml [AVENTIS],1,,,,,,
NA,6010102,NA,LANTUS INSULIN 3ML CARTRIDGES,1,,,,,,
NA,6010102,NA,LANTUS INSULIN 3ML OPTISET,1,,,,,,
NA,6010102,NA,Lantus insulin INJ 3ml cartridge,1,,,,,,
NA,6010102,NA,LANTUS INSULIN Penfill Cartiridges 3ml,1,,,,,,
NA,6010102,NA,LANTUS LANTUS INSULIN 5 CART 3ML,1,,,,,,
NA,6010102,NA,Lantus Opticlick Cartridge 3ml INJ 100UNITS/ML,1,,,,,,
f297.00,NA,1.03E+16,LANTUS OPTICLIK inj soln 100 units/ml,1,,,,,,
f297.00,NA,1.03E+16,LANTUS OPTICLIK injection solution 100 units/ml,1,,,,,,
NA,6010102,NA,Lantus OptiSet,1,,,,,,
NA,6010102,NA,Lantus Optiset  Pre-filled Disposable Pen  100 units/ml  3 ml pen,1,,,,,,
NA,6010102,NA,LANTUS OPTISET 3 ML PEN,1,,,,,,
f296.00,NA,3.28E+15,LANTUS OPTISET inj soln 100 units/ml,1,,,,,,
NA,6010102,NA,LANTUS OPTISET PREFILLED DISPOSABLE PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Lantus Optiset Prefilled Disposable Pen 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Lantus Solostar  Pre-filled Disposable Pen  100 units/ml  3 ml pen,1,,,,,,
f298.,6010102,NA,LANTUS SOLOSTAR inj soln 100 units/ml,1,,,,,,
f298.00,NA,1.19E+16,LANTUS SOLOSTAR inj soln 100 units/ml,1,,,,,,
NA,NA,1.19E+16,LANTUS SOLOSTAR inj soln 100 units/ml,1,,,,,,
NA,6010102,NA,Lantus Solostar Pen,1,,,,,,
NA,6010102,NA,LANTUS SOLOSTAR PREFILLED DISPOSABLE PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Lantus Solostar Prefilled Disposable Pen 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Lantus Vial 10ml INJ 100UNITS/ML,1,,,,,,
f295.00,NA,3.29E+15,LANTUS VIAL inj soln 100 units/ml,1,,,,,,
NA,6010102,NA,LEVEMIR 3ML FLEXPEN,1,,,,,,
NA,6010102,NA,Levemir Flexpen  Solution for injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
f2A2.,6010102,NA,Levemir FlexPen 100units/ml solution for injection 3ml pr...,1,,,,,,
f2A2.00,NA,7.59E+15,Levemir FlexPen 100units/ml solution for injection 3ml pr...,1,,,,,,
f2A2.00,NA,7.59E+15,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pen (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pen (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,Levemir Flexpen 3ml Insulin,1,,,,,,
f2A2.00,NA,7.59E+15,LEVEMIR FLEXPEN inj soln 100 iu/ml,1,,,,,,
f2A2.00,NA,7.59E+15,LEVEMIR FLEXPEN inj soln 100 units/ml,1,,,,,,
NA,6010102,NA,Levemir Flexpen Prefilled Pen 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,LEVEMIR FLEXPEN PREFILLED PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,06.01.01.02.00,NA,Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pen (Novo Nordisk Ltd),1,,,,,,
f2A3.00,NA,1.11E+16,Levemir innolet injection solution 100 units/ml,1,,,,,,
NA,6010102,NA,LEVEMIR NOVO NORDISK FLEXIPEN INJ 3 ML,1,,,,,,
NA,6010102,NA,Levemir Penfill  Injection (cartridges)  100 units/ml  3 ml cartridge,1,,,,,,
f2A1.,6010102,NA,Levemir Penfill 100units/ml solution for injection 3ml ca...,1,,,,,,
f2A1.00,NA,7.59E+15,Levemir Penfill 100units/ml solution for injection 3ml ca...,1,,,,,,
f2A1.00,NA,7.59E+15,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,LEVEMIR PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Levemir Penfill 3ml INJ 100UNITS/ML,1,,,,,,
f2A1.00,NA,7.59E+15,LEVEMIR PENFILL inj soln 100 iu/ml,1,,,,,,
f2A1.,6010102,NA,LEVEMIR PENFILL inj soln 100 units/ml,1,,,,,,
f2A1.00,NA,7.59E+15,LEVEMIR PENFILL inj soln 100 units/ml,1,,,,,,
NA,06.01.01.03.00,NA,Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Cambridge Sensors Ltd),1,,,,,,
ph3C.00,NA,8.82E+14,Micro-Fine Plus single use ins syr+12m need29 0.5ml [BECTON],1,,,,,,
ph3D.00,NA,3.86E+14,Micro-Fine Plus single use ins syr+12mm need29G 1ml [BECTON],1,,,,,,
ph3L.00,NA,2.56E+14,Micro-Fine Plus single use ins syr+8mm ndle30 0.3ml [BECTON],1,,,,,,
ph3M.00,NA,1.84E+14,Micro-Fine Plus single use ins syr+8mm ndle30 0.5ml [BECTON],1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),1,,,,,,
f281.00,NA,2.11E+17,Mixtard 10 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd),1,,,,,,
f281.00,NA,2.11E+17,MIXTARD 10 PENFILL 100 iu/ml,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 10 PENFILL 100 units/ml [NOVO],1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,Mixtard 20 Novolet  Pre-filled Disposable Injection  100 units/ml  3 ml device,1,,,,,,
f27Q.00,NA,3.27E+15,MIXTARD 20 NOVOLET 100 iu/ml,1,,,,,,
f27Q.00,NA,3.27E+15,Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),1,,,,,,
f282.00,NA,2.11E+17,Mixtard 20 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd),1,,,,,,
f282.00,NA,2.11E+17,MIXTARD 20 PENFILL 100 iu/ml,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 20 PENFILL 100 units/ml [NOVO],1,,,,,,
f282.00,NA,3.26E+15,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,Mixtard 20 Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,MIXTARD 20 PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
f282.00,NA,3.26E+15,MIXTARD 20 PENFILL inj susp 100 units/ml,1,,,,,,
f283.00,NA,2.11E+17,MIXTARD 30 (HUMAN) PENFILL 3mL,1,,,,,,
f27H.00,NA,2.11E+17,Mixtard 30 100iu/ml GE injection (Novo Nordisk Ltd),1,,,,,,
NA,NA,2.11E+17,Mixtard 30 100iu/ml GE injection (Novo Nordisk Ltd),1,,,,,,
f27H.00,NA,3.28E+15,Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),1,,,,,,
f27H.00,NA,2.11E+17,MIXTARD 30 ge inj 100 iu/ml,1,,,,,,
NA,NA,2.11E+17,MIXTARD 30 ge inj 100 iu/ml,1,,,,,,
NA,NA,2.11E+17,MIXTARD 30 ge injection 100 iu/ml,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 30 ge injection 100 units/ml [NOVO],1,,,,,,
NA,6010102,NA,Mixtard 30 Innolet  Suspension For Injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
f27O.00,NA,3.27E+15,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pen (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pen (Novo Nordisk Ltd),1,,,,,,
f27O.00,NA,3.27E+15,MIXTARD 30 INNOLET inj 30:70; 100u/ml,1,,,,,,
f27O.00,NA,3.27E+15,MIXTARD 30 INNOLET inj susp 30:70; 100 units/ml,1,,,,,,
NA,6010102,NA,Mixtard 30 Innolet Prefilled Device 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,MIXTARD 30 INNOLET PREFILLED DEVICE 3ML INJ 100UNITS/ML,1,,,,,,
f27R.00,NA,3.27E+15,MIXTARD 30 NOVOLET 100 iu/ml,1,,,,,,
f27R.00,NA,3.27E+15,Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,Mixtard 30 Novolet Pen 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Mixtard 30 Penfill  Injection  100 units/ml  3 ml cartridge,1,,,,,,
f283.00,NA,2.11E+17,Mixtard 30 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd),1,,,,,,
NA,NA,2.11E+17,Mixtard 30 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd),1,,,,,,
f283.00,NA,2.11E+17,MIXTARD 30 PENFILL 100 iu/ml,1,,,,,,
NA,NA,2.11E+17,MIXTARD 30 PENFILL 100 iu/ml,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 30 PENFILL 100 units/ml [NOVO],1,,,,,,
f283.00,NA,3.27E+15,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,Mixtard 30 Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,MIXTARD 30 PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
f283.00,NA,3.27E+15,MIXTARD 30 PENFILL inj susp 100 units/ml,1,,,,,,
f27H.00,NA,3.28E+15,MIXTARD 30 VIAL inj susp 100 units/ml,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 30/70 injection 100 units/ml [NOVO],1,,,,,,
f27j.00,NA,5.67E+16,MIXTARD 30/70 injection 10mL,1,,,,,,
NA,NA,2.99E+17,MIXTARD 30/70 injection 10mL,1,,,,,,
f27S.00,NA,3.27E+15,MIXTARD 40 NOVOLET 100 iu/ml,1,,,,,,
f27S.00,NA,3.27E+15,Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),1,,,,,,
f284.00,NA,2.11E+17,Mixtard 40 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd),1,,,,,,
f284.00,NA,2.11E+17,MIXTARD 40 PENFILL 100 iu/ml,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 40 PENFILL 100 units/ml [NOVO],1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,MIXTARD 40 PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
NA,06.01.01.02.00,NA,MIXTARD 50 PENFILL 100 units/ml [NOVO],1,,,,,,
NA,06.01.01.02.00,NA,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),1,,,,,,
ph3A.00,NA,8.32E+13,Monoject hypodermic U100 insulin syringe sterile single u...,1,,,,,,
NA,06.01.01.04.00,NA,Monoject hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd),1,,,,,,
ph39.00,NA,2.05E+14,Monoject hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd),1,,,,,,
NA,NA,8.32E+13,Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd),1,,,,,,
ph3A.00,NA,8.32E+13,Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd),1,,,,,,
NA,NA,3.72E+16,MONOJECT INSULIN NEEDLES,1,,,,,,
ph39.00,NA,2.05E+14,Monoject U100 single use ins syr+12mm need28G 0.5ml [TYCO],1,,,,,,
ph3A.00,NA,8.32E+13,Monoject U100 single use ins syr+12mm need28G 1ml [COVIDIEN],1,,,,,,
ph3A.00,NA,8.32E+13,Monoject U100 single use ins syr+12mm need28G 1ml [SHERWOOD],1,,,,,,
ph3A.00,NA,8.32E+13,Monoject U100 single use ins syr+12mm need28G 1ml [TYCO],1,,,,,,
ph39.00,NA,2.05E+14,Monoject U100 single use insulin syringe 0.5ml [SHERWOOD],1,,,,,,
f226.00,NA,3.28E+15,Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),1,,,,,,
f226.00,NA,3.28E+15,MONOTARD inj 100 units/ml,1,,,,,,
NA,NA,2.99E+17,"Monotard Injection 100 units/ml, 10ml vial",1,,,,,,
NA,06.01.01.02.00,NA,MONOTARD MC injection 100 units/ml [NOVO],1,,,,,,
NA,91.03.01.00.00,NA,Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (Ypsomed Ltd),1,,,,,,
NA,71190000,NA,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
NA,71190700,NA,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
NA,NA,9.36E+14,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
NA,NA,1.44E+13,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
ph8F.,71190000,NA,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
ph8F.00,NA,9.36E+14,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
phCC.00,NA,2.39E+16,Mylife Clickfine hypodermic insulin needles for pre-fille...,1,,,,,,
NA,06.01.01.03.00,NA,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge (Ypsomed Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge (Ypsomed Ltd),1,,,,,,
NA,91.03.01.00.00,NA,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge (Ypsomed Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge (Ypsomed Ltd),1,,,,,,
phCC.00,NA,2.39E+16,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge (Ypsomed Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd),1,,,,,,
NA,NA,9.36E+14,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd),1,,,,,,
ph8F.00,NA,9.36E+14,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd),1,,,,,,
NA,06.01.01.03.00,NA,Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge (Ypsomed Ltd),1,,,,,,
